"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U870","2020-04-05 04:00:00","474.000","0.000","0.100","13.400","0.790","967.200","","0.000","-99.000","-99.000","-99.000","13.700","","13.100",""
"C0A520","2020-04-05 04:00:00","48.000","68.000","2.100","17.200","0.740","1015.300","","0.000","-99.000","-99.000","-99.000","17.400","","17.200",""
"C0X130","2020-04-05 04:00:00","27.000","6.000","2.200","18.000","0.760","1013.200","","0.000","-99.000","-99.000","-99.000","18.600","","18.000",""
"C0V400","2020-04-05 04:00:00","56.000","30.000","2.500","18.500","0.870","1009.400","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0UA40","2020-04-05 04:00:00","1121.000","41.000","3.800","8.800","0.990","894.100","","0.000","-99.000","-99.000","-99.000","9.000","","8.700",""
"C0G720","2020-04-05 04:00:00","50.000","6.000","1.800","16.800","0.750","1010.900","","0.000","-99.000","-99.000","-99.000","17.300","","16.800",""
"C0G890","2020-04-05 04:00:00","24.000","26.000","4.300","17.600","0.730","1014.200","","0.000","12.300","26.000","","17.700","","17.600",""
"C0I540","2020-04-05 04:00:00","3344.000","-99.000","-99.000","2.600","1.000","682.900","","-99.000","-99.000","-99.000","-99.000","2.800","","1.900",""
"C0K390","2020-04-05 04:00:00","31.000","34.000","2.900","16.900","0.740","1013.500","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0T9A0","2020-04-05 04:00:00","498.000","317.000","0.300","13.200","0.990","962.900","","0.500","-99.000","-99.000","-99.000","13.600","","13.100",""
"C0AH40","2020-04-05 04:00:00","426.000","43.000","2.600","15.000","0.860","969.000","","0.000","9.600","43.000","","15.000","","14.800",""
"C0X280","2020-04-05 04:00:00","22.000","36.000","5.200","17.600","0.700","1014.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0V620","2020-04-05 04:00:00","18.000","3.000","2.200","17.900","0.810","1014.500","","0.000","-99.000","-99.000","-99.000","18.500","","17.900",""
"C0H960","2020-04-05 04:00:00","120.000","226.000","0.500","17.200","0.830","1001.800","","0.000","-99.000","-99.000","-99.000","17.800","","17.200",""
"C0M530","2020-04-05 04:00:00","1385.000","0.000","0.000","14.400","0.990","870.600","","0.000","-99.000","-99.000","-99.000","14.900","","14.200",""
"C0R170","2020-04-05 04:00:00","26.000","0.000","0.000","18.900","1.000","1013.200","","0.000","-99.000","-99.000","-99.000","20.300","","18.700",""
"C0I420","2020-04-05 04:00:00","305.000","184.000","0.500","17.000","0.860","981.800","","0.000","-99.000","-99.000","-99.000","17.700","","16.700",""
"C0A640","2020-04-05 04:00:00","241.000","0.000","0.000","13.700","0.980","995.200","","0.000","-99.000","-99.000","-99.000","13.800","","13.400",""
"C0A930","2020-04-05 04:00:00","216.000","354.000","0.900","15.500","0.810","994.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.400",""
"C0F9M0","2020-04-05 04:00:00","230.000","15.000","1.200","15.500","0.860","990.300","","0.000","-99.000","-99.000","-99.000","15.600","","15.300",""
"C0AC40","2020-04-05 04:00:00","1079.000","74.000","4.200","7.800","0.990","896.800","","0.000","13.200","69.000","","8.100","","7.800",""
"C0AI00","2020-04-05 04:00:00","188.000","45.000","0.400","16.000","0.860","999.500","","0.000","-99.000","-99.000","-99.000","16.100","","15.600",""
"C0T9M0","2020-04-05 04:00:00","92.000","324.000","2.500","17.600","0.890","1010.800","","0.000","-99.000","-99.000","-99.000","17.600","","17.100",""
"C0A560","2020-04-05 04:00:00","405.000","0.000","0.000","13.100","1.000","974.500","","0.500","-99.000","-99.000","-99.000","13.300","","13.100",""
"C0X190","2020-04-05 04:00:00","10.000","12.000","4.700","17.700","0.730","1015.300","","0.000","-99.000","-99.000","-99.000","18.300","","17.700",""
"C0S950","2020-04-05 04:00:00","415.000","227.000","1.400","16.100","0.990","970.600","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0S960","2020-04-05 04:00:00","32.000","345.000","1.200","20.000","0.820","1014.600","","0.000","-99.000","-99.000","-99.000","20.800","","20.000",""
"C0A880","2020-04-05 04:00:00","6.000","17.000","1.800","18.000","0.670","1019.100","","0.000","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0I530","2020-04-05 04:00:00","3014.000","230.000","8.400","3.900","1.000","702.400","","-99.000","14.800","224.000","","3.900","","3.100",""
"C0M670","2020-04-05 04:00:00","43.000","5.000","1.900","17.100","0.740","1011.500","","0.000","-99.000","-99.000","-99.000","17.700","","16.900",""
"C0Z061","2020-04-05 04:00:00","174.000","346.000","0.500","16.200","0.990","1003.000","","0.500","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0M730","2020-04-05 04:00:00","40.000","4.000","1.000","17.700","0.750","1011.700","","0.000","-99.000","-99.000","-99.000","18.700","","17.400",""
"C0U750","2020-04-05 04:00:00","398.000","31.000","3.900","14.400","0.830","973.900","","0.000","-99.000","-99.000","-99.000","14.500","","14.200",""
"C0A650","2020-04-05 04:00:00","287.000","0.000","0.000","13.400","0.990","987.800","","0.000","-99.000","-99.000","-99.000","13.500","","13.200",""
"C0K400","2020-04-05 04:00:00","65.000","17.000","1.300","16.900","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"C0I370","2020-04-05 04:00:00","671.000","0.000","0.000","17.100","0.980","941.600","","0.000","-99.000","-99.000","-99.000","17.900","","17.100",""
"C0S750","2020-04-05 04:00:00","2280.000","0.000","0.100","7.900","1.000","774.800","","0.500","-99.000","-99.000","-99.000","8.900","","7.500",""
"C0R650","2020-04-05 04:00:00","29.000","20.000","0.800","19.300","0.990","1013.800","","0.000","-99.000","-99.000","-99.000","20.300","","19.200",""
"C0E740","2020-04-05 04:00:00","27.000","46.000","2.100","17.300","1.000","1009.700","","0.000","-99.000","-99.000","-99.000","17.400","","17.200",""
"C0AI20","2020-04-05 04:00:00","25.000","48.000","7.800","17.800","0.660","1018.200","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0E550","2020-04-05 04:00:00","84.000","57.000","2.500","16.700","0.670","1009.500","","0.000","-99.000","-99.000","-99.000","16.700","","16.300",""
"C0X060","2020-04-05 04:00:00","19.000","13.000","3.300","17.200","0.750","1016.400","","0.000","-99.000","-99.000","-99.000","17.800","","17.200",""
"C0X140","2020-04-05 04:00:00","17.000","17.000","1.100","17.800","0.750","1014.800","","0.000","-99.000","-99.000","-99.000","18.500","","17.800",""
"C0V710","2020-04-05 04:00:00","34.000","350.000","3.400","19.400","0.790","1011.900","","0.000","-99.000","-99.000","-99.000","20.600","","19.100",""
"C0G840","2020-04-05 04:00:00","32.000","16.000","1.000","16.900","0.780","1012.700","","0.000","-99.000","-99.000","-99.000","17.300","","16.900",""
"C0S890","2020-04-05 04:00:00","238.000","6.000","2.600","16.600","0.920","994.900","","0.000","-99.000","-99.000","-99.000","17.800","","16.600",""
"C0T820","2020-04-05 04:00:00","550.000","101.000","0.300","15.200","0.850","960.300","","0.000","-99.000","-99.000","-99.000","15.700","","15.200",""
"C0F9I0","2020-04-05 04:00:00","194.000","28.000","2.200","15.900","0.760","993.900","","0.000","-99.000","-99.000","-99.000","16.100","","15.700",""
"C0C650","2020-04-05 04:00:00","208.000","33.000","1.900","14.900","0.780","995.400","","0.000","-99.000","-99.000","-99.000","14.900","","14.800",""
"C0R600","2020-04-05 04:00:00","766.000","0.000","0.000","18.300","0.940","929.600","","0.000","-99.000","-99.000","-99.000","19.000","","18.200",""
"C0Z320","2020-04-05 04:00:00","646.000","0.000","0.000","13.200","1.000","945.900","","2.500","-99.000","-99.000","-99.000","14.400","","13.200",""
"C0V210","2020-04-05 04:00:00","734.000","79.000","0.400","18.600","0.870","934.900","","0.000","-99.000","-99.000","-99.000","19.500","","18.600",""
"C0K240","2020-04-05 04:00:00","1132.000","349.000","0.800","15.700","0.990","894.300","","0.000","-99.000","-99.000","-99.000","15.900","","15.600",""
"C0M520","2020-04-05 04:00:00","15.000","35.000","2.400","16.900","0.740","1014.600","","0.000","-99.000","-99.000","-99.000","17.500","","16.700",""
"C0A530","2020-04-05 04:00:00","300.000","0.000","0.000","13.600","0.990","986.200","","0.000","-99.000","-99.000","-99.000","13.700","","13.500",""
"C0E820","2020-04-05 04:00:00","220.000","41.000","1.900","15.000","0.770","993.000","","0.000","-99.000","-99.000","-99.000","15.100","","14.800",""
"C0K450","2020-04-05 04:00:00","35.000","14.000","3.400","17.000","0.700","1012.200","","0.000","-99.000","-99.000","-99.000","17.400","","16.800",""
"C0G760","2020-04-05 04:00:00","53.000","15.000","0.800","17.200","0.950","1013.600","","0.000","-99.000","-99.000","-99.000","17.600","","17.200",""
"CM0120","2020-04-05 04:00:00","4.000","43.000","8.000","18.300","0.650","1016.600","","0.000","13.900","43.000","","18.800","","18.300",""
"C0Z290","2020-04-05 04:00:00","946.000","0.000","0.000","12.000","1.000","913.400","","0.500","-99.000","-99.000","-99.000","13.000","","12.000",""
"C0V680","2020-04-05 04:00:00","40.000","2.000","1.900","18.300","0.830","1011.500","","0.000","-99.000","-99.000","-99.000","19.400","","18.100",""
"C0F9U0","2020-04-05 04:00:00","74.000","43.000","1.900","18.000","0.690","1008.500","","0.000","-99.000","-99.000","-99.000","18.200","","17.900",""
"C0AI10","2020-04-05 04:00:00","76.000","185.000","0.400","15.400","0.940","1011.500","","0.000","-99.000","-99.000","-99.000","15.400","","15.100",""
"C0V530","2020-04-05 04:00:00","34.000","3.000","2.000","17.600","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","18.000","","17.600",""
"C0R550","2020-04-05 04:00:00","38.000","339.000","1.400","19.300","0.950","1012.300","","0.000","-99.000","-99.000","-99.000","20.900","","19.300",""
"C0F9L0","2020-04-05 04:00:00","253.000","43.000","2.900","15.900","0.790","987.400","","0.000","-99.000","-99.000","-99.000","16.100","","15.800",""
"C0A950","2020-04-05 04:00:00","60.000","1.000","5.100","18.200","0.700","1014.300","","0.000","-99.000","-99.000","-99.000","18.200","","17.900",""
"C0R160","2020-04-05 04:00:00","45.000","17.000","1.000","18.200","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","19.400","","18.200",""
"C0F9S0","2020-04-05 04:00:00","43.000","5.000","2.400","18.000","0.670","1012.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0M820","2020-04-05 04:00:00","980.000","105.000","0.500","16.100","0.840","908.100","","0.000","-99.000","-99.000","-99.000","17.200","","16.100",""
"C0G870","2020-04-05 04:00:00","12.000","31.000","2.800","17.500","0.590","1016.800","","0.000","-99.000","-99.000","-99.000","18.300","","17.500",""
"C0O840","2020-04-05 04:00:00","134.000","44.000","0.700","15.900","0.950","999.500","","0.000","-99.000","-99.000","-99.000","17.000","","15.800",""
"C0A890","2020-04-05 04:00:00","40.000","0.000","0.200","14.700","0.970","1015.900","","0.000","-99.000","-99.000","-99.000","14.800","","14.600",""
"C0A660","2020-04-05 04:00:00","97.000","28.000","1.100","16.700","0.720","1009.100","","0.000","-99.000","-99.000","-99.000","16.800","","16.600",""
"C0T9H0","2020-04-05 04:00:00","725.000","39.000","3.100","12.300","0.990","937.700","","0.000","-99.000","-99.000","-99.000","13.000","","12.200",""
"C0R270","2020-04-05 04:00:00","51.000","11.000","0.300","20.100","0.950","1008.800","","0.000","-99.000","-99.000","-99.000","21.400","","20.100",""
"C0O980","2020-04-05 04:00:00","18.000","15.000","2.000","17.500","0.800","1015.900","","0.000","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0T9I0","2020-04-05 04:00:00","152.000","211.000","1.400","16.200","0.930","1003.400","","0.000","-99.000","-99.000","-99.000","17.000","","16.100",""
"C0V760","2020-04-05 04:00:00","30.000","21.000","1.900","18.800","0.790","1013.300","","0.000","-99.000","-99.000","-99.000","19.400","","18.600",""
"C0AG90","2020-04-05 04:00:00","25.000","126.000","1.100","17.200","0.830","1018.600","","0.000","-99.000","-99.000","-99.000","17.600","","17.200",""
"C0R570","2020-04-05 04:00:00","37.000","10.000","0.700","19.500","0.850","1010.500","","0.000","-99.000","-99.000","-99.000","21.200","","19.500",""
"C0O900","2020-04-05 04:00:00","9.000","10.000","2.700","17.400","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0AD00","2020-04-05 04:00:00","86.000","49.000","1.500","17.600","0.720","1011.100","","0.000","-99.000","-99.000","-99.000","17.700","","17.600",""
"C0V700","2020-04-05 04:00:00","24.000","17.000","1.700","19.300","0.790","1012.700","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0AH00","2020-04-05 04:00:00","38.000","36.000","0.400","17.000","0.790","1016.100","","0.000","-99.000","-99.000","-99.000","17.000","","16.800",""
"C0X080","2020-04-05 04:00:00","2.000","22.000","4.100","17.600","0.740","1016.500","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0G910","2020-04-05 04:00:00","42.000","1.000","3.200","17.600","0.670","1011.300","","0.000","-99.000","-99.000","-99.000","17.800","","17.500",""
"C0I480","2020-04-05 04:00:00","2165.000","171.000","0.400","9.400","0.990","790.000","","0.500","-99.000","-99.000","-99.000","9.900","","9.400",""
"C0A860","2020-04-05 04:00:00","362.000","31.000","2.900","13.800","1.000","978.500","","0.000","-99.000","-99.000","-99.000","13.800","","13.400",""
"C0U940","2020-04-05 04:00:00","25.000","252.000","1.200","15.800","0.890","1019.200","","0.000","-99.000","-99.000","-99.000","15.900","","15.700",""
"C0S970","2020-04-05 04:00:00","19.000","65.000","2.300","21.100","0.730","1015.600","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0V260","2020-04-05 04:00:00","126.000","0.000","0.000","18.500","0.890","1001.500","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0H990","2020-04-05 04:00:00","3076.000","209.000","6.400","4.000","0.990","706.100","","0.000","12.200","198.000","","4.000","","3.300",""
"C0F9K0","2020-04-05 04:00:00","30.000","26.000","3.600","17.100","0.690","1012.700","","0.000","9.000","42.000","","17.300","","17.100",""
"C0AH90","2020-04-05 04:00:00","660.000","0.000","0.000","11.400","0.990","948.000","","0.500","-99.000","-99.000","-99.000","11.600","","11.300",""
"C0W150","2020-04-05 04:00:00","42.000","42.000","5.500","16.200","0.500","1016.300","","0.000","-99.000","-99.000","-99.000","16.400","","16.100",""
"C0K410","2020-04-05 04:00:00","20.000","29.000","4.000","17.000","0.710","1013.800","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0R140","2020-04-05 04:00:00","740.000","0.000","0.000","16.900","0.970","935.000","","0.000","-99.000","-99.000","-99.000","17.600","","16.900",""
"C0V800","2020-04-05 04:00:00","256.000","0.000","0.200","20.600","0.900","984.900","","0.000","-99.000","-99.000","-99.000","21.900","","20.600",""
"C0S830","2020-04-05 04:00:00","288.000","234.000","0.600","17.400","0.860","987.800","","0.000","-99.000","-99.000","-99.000","17.700","","17.000",""
"C0S920","2020-04-05 04:00:00","98.000","0.000","0.000","19.200","0.930","1002.400","","0.000","-99.000","-99.000","-99.000","19.800","","19.000",""
"C0V640","2020-04-05 04:00:00","35.000","14.000","3.200","18.200","0.800","1012.500","","0.000","-99.000","-99.000","-99.000","18.600","","18.200",""
"C0AH80","2020-04-05 04:00:00","68.000","0.000","0.000","14.900","0.970","1012.500","","0.000","-99.000","-99.000","-99.000","15.000","","14.900",""
"C0K250","2020-04-05 04:00:00","12.000","27.000","3.400","16.800","0.740","1015.900","","0.000","-99.000","-99.000","-99.000","17.500","","16.800",""
"C0R840","2020-04-05 04:00:00","536.000","43.000","6.600","16.300","-99.000","956.000","","0.000","-99.000","-99.000","-99.000","17.200","","16.300",""
"C0I410","2020-04-05 04:00:00","180.000","26.000","1.500","16.600","0.780","995.900","","0.000","-99.000","-99.000","-99.000","17.300","","16.500",""
"C0M410","2020-04-05 04:00:00","245.000","0.000","0.200","18.400","0.950","984.300","","0.000","-99.000","-99.000","-99.000","19.400","","18.400",""
"C0F9Z0","2020-04-05 04:00:00","3193.000","284.000","3.400","3.100","0.940","696.000","","0.000","13.500","309.000","","5.500","","2.800",""
"C0G810","2020-04-05 04:00:00","26.000","13.000","1.300","18.300","0.730","1014.000","","0.000","-99.000","-99.000","-99.000","18.300","","18.100",""
"C0V820","2020-04-05 04:00:00","441.000","124.000","0.500","18.600","0.990","968.200","","0.000","-99.000","-99.000","-99.000","19.900","","18.600",""
"C0S810","2020-04-05 04:00:00","65.000","12.000","1.300","19.400","0.810","1013.500","","0.000","-99.000","-99.000","-99.000","19.600","","19.300",""
"C0R580","2020-04-05 04:00:00","10.000","337.000","1.000","18.500","0.910","1014.900","","0.000","-99.000","-99.000","-99.000","20.100","","18.500",""
"C0Z330","2020-04-05 04:00:00","488.000","354.000","1.600","14.400","0.990","965.500","","0.500","-99.000","-99.000","-99.000","15.500","","14.400",""
"C0E590","2020-04-05 04:00:00","40.000","27.000","3.000","16.600","0.720","1012.500","","0.000","8.600","24.000","","16.700","","16.500",""
"C0D540","2020-04-05 04:00:00","227.000","55.000","1.900","15.100","0.790","993.300","","0.000","-99.000","-99.000","-99.000","15.100","","14.700",""
"C0K420","2020-04-05 04:00:00","42.000","15.000","2.100","16.400","0.730","1012.100","","0.000","-99.000","-99.000","-99.000","17.100","","16.400",""
"C0Z180","2020-04-05 04:00:00","34.000","8.000","0.700","18.200","0.840","1015.700","","0.000","-99.000","-99.000","-99.000","19.000","","18.200",""
"C0AD10","2020-04-05 04:00:00","27.000","39.000","1.300","17.500","0.690","1017.200","","0.000","-99.000","-99.000","-99.000","17.500","","17.400",""
"C0M720","2020-04-05 04:00:00","225.000","289.000","0.900","15.500","0.880","990.700","","0.000","-99.000","-99.000","-99.000","17.100","","15.500",""
"C0V450","2020-04-05 04:00:00","51.000","318.000","1.400","19.000","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","20.200","","18.500",""
"C0R280","2020-04-05 04:00:00","242.000","63.000","2.400","19.400","0.900","989.100","","0.500","9.200","47.000","","19.700","","19.000",""
"C0E610","2020-04-05 04:00:00","850.000","0.000","0.000","11.800","0.960","922.100","","0.000","-99.000","-99.000","-99.000","13.600","","11.700",""
"C0V610","2020-04-05 04:00:00","22.000","355.000","3.500","17.700","0.800","1013.800","","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0Z310","2020-04-05 04:00:00","59.000","332.000","0.500","17.600","0.990","1013.600","","0.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0S700","2020-04-05 04:00:00","507.000","52.000","1.400","15.000","0.970","961.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.000",""
"C0T9G0","2020-04-05 04:00:00","605.000","40.000","0.800","13.100","0.990","952.700","","0.500","-99.000","-99.000","-99.000","13.300","","13.000",""
"C0U520","2020-04-05 04:00:00","517.000","230.000","0.500","12.300","0.990","964.100","","0.000","-99.000","-99.000","-99.000","12.400","","12.200",""
"C0E750","2020-04-05 04:00:00","62.000","30.000","2.000","17.000","0.680","1010.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.900",""
"C0O960","2020-04-05 04:00:00","112.000","353.000","1.500","16.600","0.840","1002.800","","0.000","-99.000","-99.000","-99.000","17.300","","16.600",""
"C0U970","2020-04-05 04:00:00","7.000","0.000","0.000","16.900","0.780","1021.600","","0.000","-99.000","-99.000","-99.000","17.300","","16.800",""
"C0E880","2020-04-05 04:00:00","507.000","67.000","5.900","12.800","0.990","959.200","","0.000","11.200","75.000","","12.800","","12.500",""
"C0AH10","2020-04-05 04:00:00","30.000","119.000","1.600","17.900","0.880","1017.100","","0.000","-99.000","-99.000","-99.000","17.900","","17.800",""
"C0R680","2020-04-05 04:00:00","13.000","45.000","3.800","22.100","0.790","1015.100","","0.000","11.200","73.000","","22.600","","21.900",""
"C0X210","2020-04-05 04:00:00","38.000","29.000","2.400","17.400","0.810","1010.800","","0.000","-99.000","-99.000","-99.000","18.000","","17.300",""
"C0D430","2020-04-05 04:00:00","87.000","61.000","0.300","16.900","0.740","1007.800","","0.000","-99.000","-99.000","-99.000","17.000","","16.800",""
"C0AD30","2020-04-05 04:00:00","20.000","55.000","2.300","18.100","0.650","1016.200","","0.000","-99.000","-99.000","-99.000","18.300","","17.900",""
"C0R240","2020-04-05 04:00:00","87.000","0.000","0.000","18.300","0.950","1005.400","","0.000","-99.000","-99.000","-99.000","19.500","","18.300",""
"C0AI30","2020-04-05 04:00:00","26.000","84.000","3.300","18.100","0.750","1018.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.900",""
"C0U960","2020-04-05 04:00:00","1885.000","27.000","1.500","9.100","0.990","816.200","","0.000","-99.000","-99.000","-99.000","9.300","","8.600",""
"C0T9E0","2020-04-05 04:00:00","415.000","33.000","0.300","14.700","0.920","973.100","","0.000","-99.000","-99.000","-99.000","14.900","","14.600",""
"C0D550","2020-04-05 04:00:00","1956.000","0.000","0.200","10.000","0.950","812.400","","0.000","-99.000","-99.000","-99.000","10.700","","9.800",""
"C0C630","2020-04-05 04:00:00","209.000","41.000","2.900","15.600","0.730","995.500","","0.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0R340","2020-04-05 04:00:00","230.000","24.000","3.000","19.100","0.870","989.700","","0.000","-99.000","-99.000","-99.000","19.800","","19.100",""
"C0M750","2020-04-05 04:00:00","10.000","24.000","6.000","17.700","0.690","1015.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0I110","2020-04-05 04:00:00","161.000","47.000","0.700","17.500","0.820","999.000","","0.000","-99.000","-99.000","-99.000","18.200","","17.500",""
"C0V370","2020-04-05 04:00:00","74.000","348.000","0.300","17.800","0.850","1008.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.800",""
"C0C690","2020-04-05 04:00:00","242.000","64.000","2.500","15.200","0.700","992.000","","0.000","-99.000","-99.000","-99.000","15.200","","15.000",""
"C0A540","2020-04-05 04:00:00","401.000","0.000","0.000","13.000","1.000","973.700","","0.000","-99.000","-99.000","-99.000","13.200","","12.900",""
"C0SA60","2020-04-05 04:00:00","6.000","355.000","2.500","19.600","0.770","1017.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.500",""
"C0H950","2020-04-05 04:00:00","192.000","0.000","0.100","16.200","0.890","994.900","","0.000","-99.000","-99.000","-99.000","17.200","","16.000",""
"C0X300","2020-04-05 04:00:00","70.000","59.000","0.600","16.900","0.830","1008.700","","0.000","-99.000","-99.000","-99.000","17.800","","16.800",""
"C0R480","2020-04-05 04:00:00","57.000","19.000","1.400","19.000","0.850","1008.700","","0.000","-99.000","-99.000","-99.000","20.300","","18.900",""
"C0A9E0","2020-04-05 04:00:00","26.000","72.000","1.000","17.900","0.650","1018.400","","0.000","-99.000","-99.000","-99.000","17.900","","17.800",""
"C0R590","2020-04-05 04:00:00","72.000","357.000","1.700","19.000","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","19.900","","18.800",""
"C0G820","2020-04-05 04:00:00","29.000","0.000","0.200","17.500","0.780","1013.100","","0.000","-99.000","-99.000","-99.000","17.800","","17.500",""
"C0U600","2020-04-05 04:00:00","10.000","0.000","0.000","16.500","0.880","1019.500","","0.000","-99.000","-99.000","-99.000","16.900","","16.300",""
"C0U910","2020-04-05 04:00:00","17.000","280.000","1.400","17.400","0.730","1019.000","","0.000","-99.000","-99.000","-99.000","17.500","","16.700",""
"C0V630","2020-04-05 04:00:00","19.000","8.000","3.600","18.000","0.730","1014.200","","0.000","-99.000","-99.000","-99.000","18.600","","18.000",""
"C0D650","2020-04-05 04:00:00","97.000","54.000","4.500","16.700","0.700","1008.200","","0.000","-99.000","-99.000","-99.000","16.700","","16.400",""
"C0K510","2020-04-05 04:00:00","10.000","5.000","2.200","17.200","0.710","1015.200","","0.000","8.300","11.000","","17.800","","17.200",""
"C0V360","2020-04-05 04:00:00","94.000","10.000","0.500","17.200","0.830","1005.300","","0.000","-99.000","-99.000","-99.000","17.800","","17.200",""
"C0K490","2020-04-05 04:00:00","91.000","47.000","0.600","16.900","0.780","1006.100","","0.000","-99.000","-99.000","-99.000","17.800","","16.600",""
"C0SA20","2020-04-05 04:00:00","857.000","7.000","3.600","13.400","1.000","921.500","","0.000","9.300","9.000","","14.500","","13.400",""
"CM0140","2020-04-05 04:00:00","26.000","45.000","1.900","20.300","0.680","1016.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.600",""
"C0AC80","2020-04-05 04:00:00","40.000","0.000","0.000","15.900","0.850","1016.100","","0.000","-99.000","-99.000","-99.000","16.300","","15.800",""
"C0M810","2020-04-05 04:00:00","1354.000","0.000","0.000","13.900","0.990","868.100","","0.000","-99.000","-99.000","-99.000","14.700","","13.700",""
"C0I360","2020-04-05 04:00:00","300.000","253.000","0.800","16.500","0.900","981.600","","0.000","-99.000","-99.000","-99.000","17.000","","16.400",""
"C0C620","2020-04-05 04:00:00","19.000","65.000","2.800","19.100","0.730","1017.000","","0.000","7.900","51.000","","19.800","","18.500",""
"C0M850","2020-04-05 04:00:00","695.000","0.000","0.000","17.800","0.990","937.300","","0.000","-99.000","-99.000","-99.000","18.300","","17.800",""
"C0UA20","2020-04-05 04:00:00","2619.000","210.000","4.300","5.900","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","6.300","","5.800",""
"C0F9V0","2020-04-05 04:00:00","525.000","59.000","0.500","14.400","0.960","957.300","","0.000","-99.000","-99.000","-99.000","14.500","","14.000",""
"C0T900","2020-04-05 04:00:00","160.000","267.000","0.300","16.300","0.860","999.900","","0.000","-99.000","-99.000","-99.000","16.800","","16.300",""
"C0K440","2020-04-05 04:00:00","35.000","347.000","4.000","16.400","0.760","1013.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.400",""
"C0Z250","2020-04-05 04:00:00","1124.000","0.000","0.000","11.700","0.990","893.700","","1.000","-99.000","-99.000","-99.000","12.100","","11.700",""
"C0G860","2020-04-05 04:00:00","45.000","350.000","0.700","17.700","0.730","1011.000","","0.000","-99.000","-99.000","-99.000","18.000","","17.700",""
"C0V790","2020-04-05 04:00:00","410.000","19.000","1.400","20.000","0.850","968.300","","0.000","-99.000","-99.000","-99.000","20.800","","20.000",""
"C0V740","2020-04-05 04:00:00","60.000","314.000","2.000","18.400","0.870","1010.300","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0Z200","2020-04-05 04:00:00","153.000","191.000","0.500","16.700","0.990","1003.200","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"C0K520","2020-04-05 04:00:00","10.000","30.000","3.800","17.400","0.710","1015.000","","0.000","9.900","18.000","","18.000","","17.400",""
"C0X250","2020-04-05 04:00:00","33.000","12.000","2.700","17.200","0.750","1013.100","","0.000","-99.000","-99.000","-99.000","17.800","","17.100",""
"C0S940","2020-04-05 04:00:00","150.000","3.000","1.000","18.000","0.870","1001.500","","0.000","-99.000","-99.000","-99.000","18.100","","17.800",""
"CM0110","2020-04-05 04:00:00","7.000","49.000","5.100","17.700","0.640","1017.000","","-99.000","11.700","44.000","","17.900","","17.600",""
"C0A970","2020-04-05 04:00:00","96.000","17.000","5.800","17.100","0.850","1010.400","","0.000","-99.000","-99.000","-99.000","17.100","","16.900",""
"C0M700","2020-04-05 04:00:00","150.000","0.000","0.000","16.600","0.880","1000.200","","0.000","-99.000","-99.000","-99.000","17.600","","16.600",""
"C0U990","2020-04-05 04:00:00","31.000","265.000","1.200","16.200","0.880","1018.400","","0.000","-99.000","-99.000","-99.000","16.400","","16.200",""
"C0D590","2020-04-05 04:00:00","143.000","51.000","3.400","16.200","0.760","1003.500","","0.000","8.500","46.000","","16.200","","16.000",""
