"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D550","2020-04-05 10:00:00","1956.000","0.000","0.000","12.500","0.890","814.400","","0.000","-99.000","-99.000","-99.000","12.700","","9.800",""
"C0C630","2020-04-05 10:00:00","209.000","42.000","4.200","17.200","0.670","997.000","","0.000","13.400","29.000","","17.200","","15.500",""
"C0C630","2020-04-05 11:00:00","209.000","44.000","3.800","17.300","0.670","996.500","","0.000","10.300","40.000","","17.300","","15.500",""
"C0D550","2020-04-05 11:00:00","1956.000","0.000","0.000","12.900","0.880","814.100","","0.000","-99.000","-99.000","-99.000","12.900","","9.800",""
"C0T9E0","2020-04-05 11:00:00","415.000","3.000","0.500","17.000","0.800","975.500","","0.000","-99.000","-99.000","-99.000","17.000","","14.600",""
"C0U960","2020-04-05 11:00:00","1885.000","3.000","2.900","7.300","0.990","817.900","","0.500","-99.000","-99.000","-99.000","10.400","","7.300",""
"C0AI30","2020-04-05 11:00:00","26.000","85.000","6.200","19.300","0.660","1020.100","","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0R240","2020-04-05 11:00:00","87.000","307.000","1.000","26.700","0.600","1007.800","","0.000","-99.000","-99.000","-99.000","26.700","","18.200",""
"C0AD30","2020-04-05 11:00:00","20.000","79.000","2.600","19.700","0.550","1017.700","","0.000","8.200","76.000","","19.900","","17.900",""
"C0D430","2020-04-05 11:00:00","87.000","64.000","0.600","19.700","0.670","1009.100","","0.000","-99.000","-99.000","-99.000","20.700","","16.800",""
"C0X210","2020-04-05 11:00:00","38.000","4.000","1.500","20.900","0.700","1013.400","","0.000","-99.000","-99.000","-99.000","20.900","","16.400",""
"C0R680","2020-04-05 11:00:00","13.000","58.000","5.300","23.900","0.690","1018.000","","0.000","11.900","77.000","","23.900","","21.800",""
"C0AH10","2020-04-05 11:00:00","30.000","106.000","2.800","19.400","0.750","1018.700","","0.000","-99.000","-99.000","-99.000","19.400","","17.700",""
"C0E880","2020-04-05 11:00:00","507.000","59.000","5.600","15.600","0.960","961.200","","0.000","-99.000","-99.000","-99.000","15.600","","12.500",""
"C0O960","2020-04-05 11:00:00","112.000","323.000","0.900","24.700","0.640","1005.200","","0.000","-99.000","-99.000","-99.000","24.700","","15.900",""
"C0H950","2020-04-05 11:00:00","192.000","209.000","0.300","21.600","0.730","997.000","","0.000","-99.000","-99.000","-99.000","21.600","","15.600",""
"C0SA60","2020-04-05 11:00:00","6.000","5.000","1.300","21.400","0.710","1020.300","","0.000","-99.000","-99.000","-99.000","21.400","","19.300",""
"C0A540","2020-04-05 11:00:00","401.000","0.000","0.000","14.300","0.930","975.500","","0.500","-99.000","-99.000","-99.000","14.300","","12.900",""
"C0C690","2020-04-05 11:00:00","242.000","101.000","2.200","17.500","0.570","993.200","","0.000","7.300","100.000","","17.600","","15.000",""
"C0V370","2020-04-05 11:00:00","74.000","297.000","1.500","26.000","0.600","1010.900","","0.000","-99.000","-99.000","-99.000","26.000","","16.500",""
"C0I110","2020-04-05 11:00:00","161.000","287.000","1.500","21.600","0.730","1001.500","","0.000","-99.000","-99.000","-99.000","21.700","","17.100",""
"C0M750","2020-04-05 11:00:00","10.000","12.000","5.000","21.100","0.640","1018.200","","0.000","-99.000","-99.000","-99.000","21.600","","17.000",""
"C0R340","2020-04-05 11:00:00","230.000","27.000","4.200","24.000","0.650","992.100","","0.000","11.100","39.000","","24.000","","18.700",""
"C0U970","2020-04-05 11:00:00","7.000","349.000","1.100","18.800","0.610","1023.300","","0.000","-99.000","-99.000","-99.000","18.800","","16.800",""
"C0X300","2020-04-05 11:00:00","70.000","274.000","0.700","21.500","0.660","1011.200","","0.000","-99.000","-99.000","-99.000","22.100","","15.700",""
"C0R480","2020-04-05 11:00:00","57.000","258.000","1.500","25.900","0.620","1011.300","","0.000","-99.000","-99.000","-99.000","25.900","","18.800",""
"C0A9E0","2020-04-05 11:00:00","26.000","73.000","1.500","19.500","0.560","1019.900","","0.000","-99.000","-99.000","-99.000","19.500","","17.800",""
"C0R590","2020-04-05 11:00:00","72.000","274.000","2.600","25.500","0.700","1010.000","","0.000","-99.000","-99.000","-99.000","25.500","","18.700",""
"C0U600","2020-04-05 11:00:00","10.000","9.000","1.100","18.600","0.730","1021.500","","0.000","-99.000","-99.000","-99.000","18.600","","16.200",""
"C0U910","2020-04-05 11:00:00","17.000","278.000","2.700","18.100","0.710","1021.200","","0.000","-99.000","-99.000","-99.000","18.500","","16.700",""
"C0D650","2020-04-05 11:00:00","97.000","63.000","4.100","18.900","0.600","1009.600","","0.000","10.800","73.000","","19.100","","16.400",""
"C0K510","2020-04-05 11:00:00","10.000","4.000","4.100","20.600","0.680","1017.800","","0.000","-99.000","-99.000","-99.000","20.900","","16.700",""
"C0V360","2020-04-05 11:00:00","94.000","265.000","1.500","27.200","0.530","1007.600","","0.000","-99.000","-99.000","-99.000","27.200","","16.200",""
"C0M780","2020-04-05 11:00:00","30.000","35.000","0.900","22.100","0.610","1016.400","","0.000","-99.000","-99.000","-99.000","22.100","","16.300",""
"C0K530","2020-04-05 11:00:00","12.000","31.000","6.100","20.100","0.700","1018.500","","0.000","12.400","42.000","","20.200","","17.600",""
"C0V750","2020-04-05 11:00:00","50.000","302.000","0.800","26.300","0.530","1014.300","","0.000","-99.000","-99.000","-99.000","26.300","","17.900",""
"C0T790","2020-04-05 11:00:00","2830.000","266.000","0.700","8.400","0.880","729.100","","0.000","-99.000","-99.000","-99.000","11.300","","5.800",""
"C0S730","2020-04-05 11:00:00","110.000","28.000","9.700","19.700","0.890","1007.900","","0.000","17.200","36.000","","20.400","","19.200",""
"C0F0D0","2020-04-05 11:00:00","3171.000","155.000","2.800","4.500","1.000","699.300","","0.000","-99.000","-99.000","-99.000","6.400","","3.100",""
"C0F9X0","2020-04-05 11:00:00","166.000","32.000","4.000","18.500","0.720","1005.300","","0.000","10.100","2.000","","18.600","","15.800",""
"C0F9Q0","2020-04-05 11:00:00","149.000","346.000","2.700","19.500","0.680","1000.900","","0.000","-99.000","-99.000","-99.000","19.500","","15.900",""
"C0E780","2020-04-05 11:00:00","160.000","84.000","0.700","19.300","0.670","1001.400","","0.000","-99.000","-99.000","-99.000","19.300","","16.000",""
"C0SA80","2020-04-05 11:00:00","136.000","100.000","1.300","21.600","0.700","1005.100","","0.000","-99.000","-99.000","-99.000","21.600","","18.500",""
"C0T960","2020-04-05 11:00:00","120.000","19.000","0.700","19.300","0.770","1008.300","","0.500","-99.000","-99.000","-99.000","19.300","","16.400",""
"C0X320","2020-04-05 11:00:00","30.000","351.000","2.800","22.900","0.650","1015.300","","0.000","-99.000","-99.000","-99.000","22.900","","16.400",""
"C0UA50","2020-04-05 11:00:00","808.000","306.000","2.000","11.600","1.000","930.500","","0.500","-99.000","-99.000","-99.000","12.000","","10.100",""
"C0U860","2020-04-05 11:00:00","5.000","18.000","1.200","19.200","0.620","1022.600","","0.000","-99.000","-99.000","-99.000","19.200","","17.300",""
"C0F0C0","2020-04-05 11:00:00","983.000","201.000","1.500","18.200","0.960","908.900","","0.000","-99.000","-99.000","-99.000","19.100","","15.500",""
"C0D480","2020-04-05 11:00:00","223.000","54.000","0.300","17.300","0.760","993.600","","0.000","7.900","360.000","","18.200","","14.600",""
"C0K291","2020-04-05 11:00:00","8.000","15.000","5.900","20.900","0.690","1018.900","","0.000","-99.000","-99.000","-99.000","20.900","","17.200",""
"C0X170","2020-04-05 11:00:00","50.000","334.000","1.500","25.000","0.590","1012.800","","0.000","-99.000","-99.000","-99.000","25.000","","17.300",""
"C0R130","2020-04-05 11:00:00","1040.000","262.000","1.200","19.700","0.880","901.400","","0.000","-99.000","-99.000","-99.000","19.700","","15.500",""
"C0M790","2020-04-05 11:00:00","15.000","13.000","1.800","21.200","0.630","1016.700","","0.000","-99.000","-99.000","-99.000","21.200","","16.400",""
"C0C590","2020-04-05 11:00:00","72.000","44.000","2.200","19.300","0.610","1012.400","","0.000","-99.000","-99.000","-99.000","19.300","","16.300",""
"C0G780","2020-04-05 11:00:00","27.000","21.000","2.500","20.400","0.640","1016.100","","0.000","8.200","31.000","","20.700","","17.500",""
"C0V660","2020-04-05 11:00:00","25.000","252.000","1.700","25.100","0.580","1016.300","","0.000","-99.000","-99.000","-99.000","25.100","","17.600",""
"C0F9R0","2020-04-05 11:00:00","20.000","49.000","5.000","19.400","0.750","1018.000","","0.000","-99.000","-99.000","-99.000","19.400","","17.200",""
"C0W130","2020-04-05 11:00:00","18.000","20.000","7.200","20.800","0.680","1017.100","","0.000","15.800","18.000","","20.800","","18.800",""
"C0C700","2020-04-05 11:00:00","151.000","84.000","3.300","17.900","0.620","1004.200","","0.000","10.700","98.000","","18.100","","15.900",""
"C0R100","2020-04-05 11:00:00","1006.000","285.000","0.800","17.700","0.930","907.700","","0.000","-99.000","-99.000","-99.000","19.700","","14.700",""
"C0X120","2020-04-05 11:00:00","28.000","356.000","1.500","22.800","0.650","1017.300","","0.000","-99.000","-99.000","-99.000","22.800","","16.900",""
"C0R670","2020-04-05 11:00:00","26.000","75.000","3.900","24.600","0.580","1016.500","","0.000","12.500","74.000","","24.600","","21.900",""
"C0W110","2020-04-05 11:00:00","16.000","29.000","9.700","14.600","0.790","1023.600","","0.000","-99.000","-99.000","-99.000","15.500","","14.500",""
"CM0130","2020-04-05 11:00:00","11.000","344.000","4.700","21.200","0.640","1018.800","","0.000","-99.000","-99.000","-99.000","21.200","","17.900",""
"C0AC70","2020-04-05 11:00:00","71.000","74.000","1.700","18.600","0.630","1014.100","","0.000","-99.000","-99.000","-99.000","18.600","","17.000",""
"CM0100","2020-04-05 11:00:00","25.000","83.000","3.800","20.000","0.530","1017.900","","0.000","10.700","122.000","","20.000","","17.400",""
"C0X050","2020-04-05 11:00:00","25.000","343.000","1.900","21.400","0.740","1015.500","","0.000","-99.000","-99.000","-99.000","21.500","","16.100",""
"C0K580","2020-04-05 11:00:00","26.000","348.000","2.200","21.200","0.700","1017.800","","0.000","-99.000","-99.000","-99.000","21.900","","16.600",""
"C0G650","2020-04-05 11:00:00","34.000","335.000","1.700","22.000","0.610","1015.100","","0.000","-99.000","-99.000","-99.000","23.100","","17.800",""
"C0T9B0","2020-04-05 11:00:00","558.000","132.000","1.100","16.300","0.860","959.200","","0.500","-99.000","-99.000","-99.000","16.400","","13.600",""
"C0E850","2020-04-05 11:00:00","104.000","31.000","1.400","19.500","0.640","1007.600","","0.000","-99.000","-99.000","-99.000","19.500","","16.100",""
"C0S990","2020-04-05 11:00:00","409.000","22.000","4.500","19.500","0.790","974.300","","0.000","-99.000","-99.000","-99.000","19.500","","17.700",""
"C0X240","2020-04-05 11:00:00","394.000","341.000","1.000","19.800","0.740","975.100","","0.000","-99.000","-99.000","-99.000","20.400","","14.700",""
"C0I090","2020-04-05 11:00:00","910.000","303.000","0.800","17.800","0.970","917.700","","0.000","-99.000","-99.000","-99.000","19.800","","15.700",""
"C0I490","2020-04-05 11:00:00","1601.000","266.000","2.900","14.300","0.960","845.900","","0.000","-99.000","-99.000","-99.000","16.600","","12.300",""
"C0Z050","2020-04-05 11:00:00","830.000","0.000","0.200","12.800","0.990","929.500","","0.500","-99.000","-99.000","-99.000","13.700","","12.600",""
"C0X150","2020-04-05 11:00:00","18.000","13.000","2.900","22.900","0.670","1018.700","","0.000","-99.000","-99.000","-99.000","22.900","","17.200",""
"C0R690","2020-04-05 11:00:00","248.000","34.000","2.600","22.500","0.720","990.100","","0.000","9.100","1.000","","22.500","","19.200",""
"C0U720","2020-04-05 11:00:00","1260.000","36.000","1.500","9.500","1.000","893.500","","1.000","-99.000","-99.000","-99.000","10.500","","8.700",""
"C0G660","2020-04-05 11:00:00","27.000","358.000","2.700","21.000","0.620","1017.600","","0.000","-99.000","-99.000","-99.000","22.400","","17.500",""
"C0E750","2020-04-05 11:00:00","62.000","62.000","2.200","20.000","0.590","1011.700","","0.000","7.500","61.000","","20.000","","16.900",""
"C0U520","2020-04-05 11:00:00","517.000","215.000","0.400","13.600","0.990","966.100","","0.000","-99.000","-99.000","-99.000","14.000","","12.200",""
"C0T9G0","2020-04-05 11:00:00","605.000","46.000","1.200","14.700","0.990","954.900","","0.500","-99.000","-99.000","-99.000","14.700","","13.000",""
"C0S700","2020-04-05 11:00:00","507.000","64.000","0.800","17.000","0.900","964.600","","0.000","-99.000","-99.000","-99.000","17.200","","14.900",""
"C0Z310","2020-04-05 11:00:00","59.000","15.000","1.400","19.300","0.850","1015.900","","0.000","-99.000","-99.000","-99.000","19.400","","17.400",""
"C0V610","2020-04-05 11:00:00","22.000","288.000","3.100","23.800","0.650","1016.300","","0.000","-99.000","-99.000","-99.000","23.800","","17.200",""
"C0E610","2020-04-05 11:00:00","850.000","0.000","0.200","14.400","0.840","924.300","","0.000","-99.000","-99.000","-99.000","18.200","","11.700",""
"C0R280","2020-04-05 11:00:00","242.000","64.000","3.400","20.500","0.810","991.900","","0.500","11.300","67.000","","20.700","","19.000",""
"C0V450","2020-04-05 11:00:00","51.000","224.000","1.300","24.200","0.640","1012.500","","0.000","-99.000","-99.000","-99.000","24.300","","18.500",""
"C0M720","2020-04-05 11:00:00","225.000","282.000","1.200","20.100","0.720","993.400","","0.000","-99.000","-99.000","-99.000","21.200","","14.900",""
"C0AD10","2020-04-05 11:00:00","27.000","44.000","1.900","19.100","0.570","1018.700","","0.000","-99.000","-99.000","-99.000","19.200","","17.400",""
"C0Z180","2020-04-05 11:00:00","34.000","202.000","0.700","21.100","0.600","1018.100","","0.000","-99.000","-99.000","-99.000","21.100","","18.100",""
"C0K420","2020-04-05 11:00:00","42.000","4.000","2.200","20.300","0.640","1014.300","","0.000","-99.000","-99.000","-99.000","21.000","","16.100",""
"C0D540","2020-04-05 11:00:00","227.000","52.000","1.900","18.400","0.730","994.700","","0.000","-99.000","-99.000","-99.000","18.700","","14.700",""
"C0E590","2020-04-05 11:00:00","40.000","27.000","2.900","19.400","0.660","1014.300","","0.000","-99.000","-99.000","-99.000","19.400","","16.500",""
"C0Z330","2020-04-05 11:00:00","488.000","339.000","0.800","15.500","0.990","967.900","","1.000","-99.000","-99.000","-99.000","15.500","","14.000",""
"C0R580","2020-04-05 11:00:00","10.000","287.000","2.500","24.200","0.780","1017.300","","0.000","-99.000","-99.000","-99.000","24.400","","18.500",""
"C0S810","2020-04-05 11:00:00","65.000","31.000","1.500","21.000","0.750","1016.200","","0.000","-99.000","-99.000","-99.000","21.000","","18.700",""
"C0V820","2020-04-05 11:00:00","441.000","215.000","1.900","23.300","0.690","970.500","","0.000","-99.000","-99.000","-99.000","24.400","","17.800",""
"C0K490","2020-04-05 11:00:00","91.000","293.000","1.300","20.600","0.680","1008.700","","0.000","-99.000","-99.000","-99.000","21.500","","16.400",""
"C0SA20","2020-04-05 11:00:00","857.000","31.000","1.800","15.100","1.000","924.400","","0.000","-99.000","-99.000","-99.000","15.300","","13.200",""
"CM0140","2020-04-05 11:00:00","26.000","36.000","1.800","20.700","0.660","1019.100","","0.000","-99.000","-99.000","-99.000","20.800","","19.600",""
"C0AC80","2020-04-05 11:00:00","40.000","107.000","1.800","18.400","0.680","1017.600","","0.000","-99.000","-99.000","-99.000","18.400","","15.700",""
"C0M810","2020-04-05 11:00:00","1354.000","319.000","1.300","15.700","0.960","870.300","","0.500","-99.000","-99.000","-99.000","16.900","","12.900",""
"C0I360","2020-04-05 11:00:00","300.000","269.000","3.800","20.100","0.770","983.400","","0.000","-99.000","-99.000","-99.000","20.200","","16.200",""
"C0C620","2020-04-05 11:00:00","19.000","55.000","2.800","20.700","0.650","1018.300","","0.000","-99.000","-99.000","-99.000","21.800","","18.400",""
"C0M850","2020-04-05 11:00:00","695.000","0.000","0.000","20.400","0.840","939.600","","0.000","-99.000","-99.000","-99.000","21.500","","17.500",""
"C0UA20","2020-04-05 11:00:00","2619.000","209.000","2.500","7.800","0.930","-99.000","","0.000","-99.000","-99.000","-99.000","8.900","","5.800",""
"C0F9V0","2020-04-05 11:00:00","525.000","52.000","1.500","19.800","0.790","959.800","","0.000","-99.000","-99.000","-99.000","19.900","","14.000",""
"C0T900","2020-04-05 11:00:00","160.000","0.000","0.100","19.000","0.690","1002.300","","0.000","-99.000","-99.000","-99.000","19.000","","16.300",""
"C0K440","2020-04-05 11:00:00","35.000","345.000","3.900","19.700","0.700","1015.500","","0.000","-99.000","-99.000","-99.000","20.100","","16.300",""
"C0Z250","2020-04-05 11:00:00","1124.000","0.000","0.200","12.500","0.990","895.900","","3.500","-99.000","-99.000","-99.000","12.700","","11.500",""
"C0G860","2020-04-05 11:00:00","45.000","306.000","2.100","21.500","0.600","1013.500","","0.000","-99.000","-99.000","-99.000","22.300","","17.400",""
"C0V790","2020-04-05 11:00:00","410.000","229.000","3.900","24.100","0.620","970.900","","0.000","-99.000","-99.000","-99.000","24.200","","19.300",""
"C0V740","2020-04-05 11:00:00","60.000","9.000","1.400","25.400","0.630","1012.600","","0.000","-99.000","-99.000","-99.000","26.100","","17.600",""
"C0Z200","2020-04-05 11:00:00","153.000","156.000","0.600","19.100","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","19.200","","16.500",""
"C0K520","2020-04-05 11:00:00","10.000","21.000","3.500","20.500","0.690","1017.600","","0.000","9.600","7.000","","20.800","","17.000",""
"C0X250","2020-04-05 11:00:00","33.000","33.000","2.400","21.300","0.640","1015.700","","0.000","-99.000","-99.000","-99.000","21.400","","16.600",""
"C0S940","2020-04-05 11:00:00","150.000","307.000","0.500","18.900","0.860","1004.100","","0.000","-99.000","-99.000","-99.000","18.900","","17.800",""
"CM0110","2020-04-05 11:00:00","7.000","47.000","4.600","20.000","0.620","1018.900","","-99.000","-99.000","-99.000","-99.000","20.100","","17.600",""
"C0A970","2020-04-05 11:00:00","96.000","24.000","4.900","18.000","0.740","1012.100","","0.000","10.600","12.000","","18.100","","16.900",""
"C0M700","2020-04-05 11:00:00","150.000","287.000","0.300","21.000","0.710","1002.800","","0.000","-99.000","-99.000","-99.000","21.600","","15.700",""
"C0U990","2020-04-05 11:00:00","31.000","277.000","1.300","17.800","0.820","1020.600","","0.000","-99.000","-99.000","-99.000","18.000","","16.200",""
"C0D590","2020-04-05 11:00:00","143.000","51.000","4.000","18.800","0.640","1004.900","","0.000","11.200","42.000","","19.300","","16.000",""
"C0S790","2020-04-05 11:00:00","236.000","38.000","1.200","20.600","0.750","995.600","","0.000","-99.000","-99.000","-99.000","21.000","","17.600",""
"C0A570","2020-04-05 11:00:00","360.000","0.000","0.000","14.700","0.950","981.600","","0.000","-99.000","-99.000","-99.000","14.700","","13.300",""
"C0M800","2020-04-05 11:00:00","440.000","295.000","1.400","23.000","0.690","968.800","","0.000","-99.000","-99.000","-99.000","23.800","","18.200",""
"C0E870","2020-04-05 11:00:00","34.000","51.000","2.900","20.100","0.600","1018.000","","0.000","-99.000","-99.000","-99.000","20.100","","17.300",""
"C0V490","2020-04-05 11:00:00","20.000","221.000","1.900","24.300","0.640","1016.800","","0.000","-99.000","-99.000","-99.000","24.300","","18.900",""
"C0M710","2020-04-05 11:00:00","15.000","10.000","4.600","20.700","0.670","1018.000","","0.000","9.800","2.000","","21.000","","17.100",""
"C0D570","2020-04-05 11:00:00","15.000","19.000","0.900","21.100","0.640","1019.000","","0.000","6.800","16.000","","21.100","","16.900",""
"C0S910","2020-04-05 11:00:00","212.000","29.000","7.900","21.600","0.990","997.000","","0.500","16.900","17.000","","21.600","","19.900",""
"C0M650","2020-04-05 11:00:00","20.000","357.000","3.000","21.000","0.640","1017.600","","0.000","-99.000","-99.000","-99.000","21.100","","16.500",""
"C0K280","2020-04-05 11:00:00","23.000","360.000","5.000","21.300","0.660","1019.200","","0.000","-99.000","-99.000","-99.000","21.600","","16.900",""
"C0X310","2020-04-05 11:00:00","9.000","360.000","5.700","21.900","0.620","1019.000","","0.000","-99.000","-99.000","-99.000","21.900","","17.600",""
"C0A9C0","2020-04-05 11:00:00","35.000","118.000","1.400","19.300","0.600","1018.700","","0.000","9.200","141.000","","19.300","","17.700",""
"C0V810","2020-04-05 11:00:00","32.000","302.000","3.800","22.100","0.720","1014.200","","0.000","-99.000","-99.000","-99.000","22.500","","17.700",""
"C0E730","2020-04-05 11:00:00","26.000","54.000","1.900","20.500","0.590","1015.900","","0.000","10.500","38.000","","20.500","","17.200",""
"C0V770","2020-04-05 11:00:00","26.000","294.000","1.200","25.400","0.570","1015.700","","0.000","-99.000","-99.000","-99.000","25.700","","17.800",""
"C0UA10","2020-04-05 11:00:00","1711.000","0.000","0.200","7.500","1.000","836.700","","0.500","-99.000","-99.000","-99.000","8.200","","6.400",""
"C0R660","2020-04-05 11:00:00","20.000","326.000","2.800","24.100","0.780","1016.800","","0.000","-99.000","-99.000","-99.000","24.400","","19.600",""
"C0M640","2020-04-05 11:00:00","155.000","278.000","0.700","20.400","0.700","1001.400","","0.000","-99.000","-99.000","-99.000","21.200","","15.700",""
"C0S660","2020-04-05 11:00:00","794.000","124.000","1.600","16.100","0.870","932.900","","0.500","-99.000","-99.000","-99.000","16.300","","13.800",""
"C0G900","2020-04-05 11:00:00","20.000","27.000","5.300","20.100","0.720","1016.000","","0.000","13.800","22.000","","20.200","","17.800",""
"C0AD40","2020-04-05 11:00:00","32.000","89.000","3.200","18.200","0.680","1018.300","","0.000","-99.000","-99.000","-99.000","18.300","","16.600",""
"C0UA00","2020-04-05 11:00:00","392.000","186.000","0.500","16.300","0.810","978.800","","0.000","-99.000","-99.000","-99.000","16.800","","13.200",""
"C0I080","2020-04-05 11:00:00","536.000","334.000","0.400","20.500","0.790","960.300","","0.000","-99.000","-99.000","-99.000","25.700","","15.400",""
"C0UA30","2020-04-05 11:00:00","1397.000","0.000","0.100","8.700","1.000","866.400","","1.000","-99.000","-99.000","-99.000","8.800","","7.400",""
"C0Z270","2020-04-05 11:00:00","343.000","320.000","1.500","17.000","0.830","983.100","","0.000","-99.000","-99.000","-99.000","17.000","","15.000",""
"C0G750","2020-04-05 11:00:00","31.000","352.000","4.000","19.800","0.670","1016.800","","-99.000","-99.000","-99.000","-99.000","20.500","","16.700",""
"C0A550","2020-04-05 11:00:00","422.000","0.000","0.000","14.000","1.000","974.500","","0.000","-99.000","-99.000","-99.000","14.300","","12.800",""
"C0G830","2020-04-05 11:00:00","27.000","6.000","3.700","19.600","0.830","1014.700","","0.000","-99.000","-99.000","-99.000","20.500","","16.400",""
"C0E810","2020-04-05 11:00:00","53.000","31.000","2.500","19.000","0.710","1014.400","","0.000","-99.000","-99.000","-99.000","19.000","","16.100",""
"C0R640","2020-04-05 11:00:00","21.000","282.000","3.100","23.600","0.790","1016.300","","0.000","-99.000","-99.000","-99.000","23.800","","19.500",""
"C0D580","2020-04-05 11:00:00","120.000","0.000","0.000","19.200","0.690","1006.400","","0.000","-99.000","-99.000","-99.000","19.400","","15.900",""
"C0M660","2020-04-05 11:00:00","40.000","336.000","2.600","20.800","0.650","1015.600","","0.000","-99.000","-99.000","-99.000","20.900","","16.300",""
"C0K330","2020-04-05 11:00:00","38.000","335.000","1.900","20.900","0.620","1014.700","","0.000","-99.000","-99.000","-99.000","21.200","","16.200",""
"C0E830","2020-04-05 11:00:00","37.000","42.000","3.000","19.800","0.620","1015.200","","0.000","-99.000","-99.000","-99.000","19.800","","17.100",""
"C0U760","2020-04-05 11:00:00","22.000","337.000","0.400","18.800","0.690","1021.900","","0.000","-99.000","-99.000","-99.000","19.200","","17.700",""
"C0U780","2020-04-05 11:00:00","15.000","247.000","1.600","18.100","0.780","1021.800","","0.000","-99.000","-99.000","-99.000","18.100","","16.300",""
"C0H9C0","2020-04-05 11:00:00","3402.000","319.000","1.000","3.100","1.000","679.000","","0.500","-99.000","-99.000","-99.000","3.700","","2.000",""
"C0V650","2020-04-05 11:00:00","28.000","302.000","2.900","23.400","0.640","1017.700","","0.000","-99.000","-99.000","-99.000","23.400","","17.700",""
"C0R720","2020-04-05 11:00:00","214.000","11.000","8.400","21.200","0.750","995.600","","0.000","14.400","17.000","","21.200","","19.400",""
"C0K470","2020-04-05 11:00:00","97.000","210.000","1.200","21.100","0.720","1007.900","","0.000","-99.000","-99.000","-99.000","21.300","","16.100",""
"C0T9N0","2020-04-05 11:00:00","261.000","33.000","2.100","17.700","0.870","992.200","","0.000","-99.000","-99.000","-99.000","17.800","","15.400",""
"CM0180","2020-04-05 11:00:00","313.000","129.000","0.900","24.500","0.660","983.700","","0.000","-99.000","-99.000","-99.000","24.800","","18.800",""
"C0Z070","2020-04-05 11:00:00","247.000","0.000","0.100","17.000","0.990","993.000","","0.000","-99.000","-99.000","-99.000","17.000","","15.200",""
"C0Z280","2020-04-05 11:00:00","224.000","20.000","0.400","17.000","0.990","998.000","","1.000","-99.000","-99.000","-99.000","17.200","","15.700",""
"C0SA40","2020-04-05 11:00:00","200.000","334.000","2.200","18.400","0.820","998.900","","0.000","-99.000","-99.000","-99.000","18.400","","16.600",""
"C0V440","2020-04-05 11:00:00","27.000","290.000","1.000","-99.000","0.670","1015.100","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2020-04-05 11:00:00","49.000","227.000","1.400","26.100","0.570","1012.400","","0.000","-99.000","-99.000","-99.000","26.100","","19.100",""
"C0B010","2020-04-05 11:00:00","38.000","65.000","3.300","18.800","0.630","1016.100","","0.000","-99.000","-99.000","-99.000","18.800","","16.700",""
"C0X230","2020-04-05 11:00:00","29.000","6.000","2.800","21.900","0.630","1017.400","","0.000","-99.000","-99.000","-99.000","21.900","","16.200",""
"C0S770","2020-04-05 11:00:00","375.000","138.000","1.700","19.600","0.800","977.600","","0.500","-99.000","-99.000","-99.000","19.600","","17.400",""
"C0H890","2020-04-05 11:00:00","440.000","267.000","1.600","23.000","0.700","967.300","","0.000","-99.000","-99.000","-99.000","24.100","","17.600",""
"C0K480","2020-04-05 11:00:00","56.000","335.000","2.700","20.200","0.720","1012.600","","0.000","-99.000","-99.000","-99.000","20.600","","16.100",""
"C0R540","2020-04-05 11:00:00","17.000","255.000","3.500","24.900","0.740","1016.300","","0.000","-99.000","-99.000","-99.000","25.200","","19.700",""
"C0Z160","2020-04-05 11:00:00","124.000","124.000","0.300","19.500","0.740","1011.000","","0.000","-99.000","-99.000","-99.000","19.500","","16.900",""
"C0AH50","2020-04-05 11:00:00","275.000","84.000","4.400","17.100","0.710","989.400","","0.000","9.900","110.000","","17.300","","15.100",""
"C0F850","2020-04-05 11:00:00","379.000","305.000","0.400","19.300","0.710","975.300","","0.000","-99.000","-99.000","-99.000","19.500","","14.600",""
"C0G800","2020-04-05 11:00:00","15.000","33.000","6.400","19.400","0.710","1017.500","","0.000","13.900","38.000","","19.800","","16.900",""
"C0U890","2020-04-05 11:00:00","116.000","223.000","2.700","17.000","0.910","1011.000","","0.000","-99.000","-99.000","-99.000","17.800","","15.500",""
"C0F860","2020-04-05 11:00:00","2215.000","221.000","1.400","10.400","1.000","784.500","","0.000","-99.000","-99.000","-99.000","12.600","","9.700",""
"CM0170","2020-04-05 11:00:00","106.000","248.000","1.800","20.500","0.700","1008.200","","0.000","-99.000","-99.000","-99.000","20.500","","16.100",""
"C0B020","2020-04-05 11:00:00","86.000","9.000","4.100","18.100","0.620","1011.300","","0.500","10.100","12.000","","18.300","","17.400",""
"C0I390","2020-04-05 11:00:00","1184.000","202.000","0.800","17.900","0.840","890.200","","0.000","-99.000","-99.000","-99.000","19.200","","15.300",""
"C0T9D0","2020-04-05 11:00:00","7.000","37.000","1.200","20.400","0.670","1022.400","","0.000","-99.000","-99.000","-99.000","20.500","","16.900",""
